"label","tweet_id"
"Not Relevant","'592162854016450560'"
"Not Relevant","'592162862564532224'"
"Not Relevant","'592162879442300928'"
"Not Relevant","'592162891651883008'"
"Infrastructure Damage","'592162894533406720'"
"Infrastructure Damage","'592163108992483329'"
"Not Relevant","'592163113115332608'"
"Response Efforts","'592163174654156802'"
"Infrastructure Damage","'592163229616381952'"
"Not Relevant","'592163264961744896'"
"Not Relevant","'592163334474047489'"
"Not Relevant","'592163352857616384'"
"Not Relevant","'592163501755342848'"
"Other Relevant Information","'592163513730138112'"
"Not Relevant","'592163519379873792'"
"Not Relevant","'592163534697443330'"
"Not Relevant","'592163574232981505'"
"Response Efforts","'592163590804639746'"
"Not Relevant","'592163656575528960'"
"Not Relevant","'592163664800686080'"
"Not Relevant","'592163677513523200'"
"Not Relevant","'592163693133111296'"
"Not Relevant","'592163698166222848'"
"Not Relevant","'592163783533056001'"
"Response Efforts","'592163795016921088'"
"Not Relevant","'592163801862045697'"
"Not Relevant","'592163824582545408'"
"Not Relevant","'592163832807628800'"
"Not Relevant","'592163860280250368'"
"Not Relevant","'592164135405690880'"
"Other Relevant Information","'592164145073692672'"
"Response Efforts","'592164161058054144'"
"Response Efforts","'592164174341496833'"
"Not Relevant","'592164216192151553'"
"Not Relevant","'592164228833943554'"
"Not Relevant","'592164238925279232'"
"Not Relevant","'592164247876083713'"
"Response Efforts","'592164259406053376'"
"Other Relevant Information","'592164334010109952'"
"Not Relevant","'592164347226529792'"
"Not Relevant","'592164351647293441'"
"Not Relevant","'592164362078433280'"
"Not Relevant","'592164382156713987'"
"Response Efforts","'592164381942751232'"
"Not Relevant","'592164387500208128'"
"Not Relevant","'592164447042543616'"
"Response Efforts","'592164475492372480'"
"Other Relevant Information","'592164490000498688'"
"Not Relevant","'592164514122047489'"
"Response Efforts","'592164512695918593'"
"Not Relevant","'592164550562193408'"
"Infrastructure Damage","'592164550499151874'"
"Not Relevant","'592164570917048323'"
"Not Relevant","'592164573467119616'"
"Not Relevant","'592164574968741888'"
"Not Relevant","'592164598876246016'"
"Not Relevant","'592164621902958593'"
"Not Relevant","'592164633525387264'"
"Not Relevant","'592164643482640384'"
"Not Relevant","'592164732087373824'"
"Not Relevant","'592164733316247552'"
"Not Relevant","'592164734952087552'"
"Not Relevant","'592164740303978497'"
"Not Relevant","'592164747698507777'"
"Not Relevant","'592164780007247872'"
"Not Relevant","'592164802635530241'"
"Not Relevant","'592164813792530432'"
"Not Relevant","'592164818183827456'"
"Not Relevant","'592164829143564288'"
"Not Relevant","'592164829751738369'"
"Not Relevant","'592164847481004032'"
"Not Relevant","'592164863796846592'"
"Not Relevant","'592164879953489920'"
"Not Relevant","'592164889247895552'"
"Infrastructure Damage","'592165117267030017'"
"Not Relevant","'592165369005142017'"
"Not Relevant","'592165847197618176'"
"Not Relevant","'592165884438978561'"
"Not Relevant","'592165904944738305'"
"Not Relevant","'592165907637534721'"
"Other Relevant Information","'592165915271139328'"
"Not Relevant","'592165931545034752'"
"Not Relevant","'592165971684536320'"
"Response Efforts","'592165977753853954'"
"Response Efforts","'592166019877117952'"
"Response Efforts","'592166032158150656'"
"Other Relevant Information","'592166044007038976'"
"Not Relevant","'592166265067741184'"
"Not Relevant","'592166271300423680'"
"Other Relevant Information","'592166416297648128'"
"Urgent Needs","'592166536204259331'"
"Not Relevant","'592167323257081857'"
"Not Relevant","'592167336490078208'"
"Not Relevant","'592167381541126144'"
"Other Relevant Information","'592167415062011905'"
"Not Relevant","'592167419365437440'"
"Other Relevant Information","'592167487929655296'"
"Other Relevant Information","'592167491075481601'"
"Not Relevant","'592167538676486145'"
"Not Relevant","'592167563565658114'"
"Not Relevant","'592167631345487872'"
"Not Relevant","'592167820315725824'"
"Not Relevant","'592167862833262592'"
"Other Relevant Information","'592167864292913152'"
"Other Relevant Information","'592167927064854529'"
"Not Relevant","'592167933767503872'"
"Other Relevant Information","'592167966210392064'"
"Not Relevant","'592168019482161152'"
"Other Relevant Information","'592168039832883200'"
"Response Efforts","'592168047923847168'"
"Infrastructure Damage","'592168065925656576'"
"Not Relevant","'592168068551311360'"
"Not Relevant","'592168097852760064'"
"Response Efforts","'592168133311504384'"
"Not Relevant","'592168145303052289'"
"Other Relevant Information","'592168153020440576'"
"Not Relevant","'592168270511222784'"
"Infrastructure Damage","'592168301704318976'"
"Not Relevant","'592168314253639684'"
"Not Relevant","'592168383577128960'"
"Response Efforts","'592168522471505920'"
"Not Relevant","'592168568537489409'"
"Not Relevant","'592168597541167104'"
"Other Relevant Information","'592168598304501760'"
"Not Relevant","'592168613483835392'"
"Not Relevant","'592168623315156992'"
"Not Relevant","'592168632152662016'"
"Response Efforts","'592168652335554560'"
"Not Relevant","'592168724951474176'"
"Other Relevant Information","'592169308970680321'"
"Not Relevant","'592169320693800960'"
"Not Relevant","'592169375177773056'"
"Not Relevant","'592169389081763840'"
"Not Relevant","'592169392982495233'"
"Other Relevant Information","'592169403648585729'"
"Other Relevant Information","'592169409986203648'"
"Not Relevant","'592169414297980928'"
"Not Relevant","'592169417355595776'"
"Not Relevant","'592169514684448768'"
"Response Efforts","'592169542362800131'"
"Not Relevant","'592169593591967744'"
"Not Relevant","'592169698529148931'"
"Other Relevant Information","'592169744108630016'"
"Not Relevant","'592169774630633472'"
"Not Relevant","'592169804133437440'"
"Not Relevant","'592169869640073216'"
"Response Efforts","'592169894264893440'"
"Not Relevant","'592170273492705280'"
"Infrastructure Damage","'592170673579040768'"
"Not Relevant","'592171025493700608'"
"Other Relevant Information","'592171413697527809'"
"Response Efforts","'592173316636422144'"
"Not Relevant","'592173398408634368'"
"Not Relevant","'592173562108121088'"
"Not Relevant","'592173860935507968'"
"Response Efforts","'592175467106414592'"
"Response Efforts","'592175702784479232'"
"Not Relevant","'592175996415053824'"
"Not Relevant","'592176147175239680'"
"Not Relevant","'592176194289795072'"
"Infrastructure Damage","'592176393879846912'"
"Not Relevant","'592176598129840130'"
"Not Relevant","'592176718372212739'"
"Not Relevant","'592176869731999744'"
"Not Relevant","'592176884919578624'"
"Not Relevant","'592177054197686272'"
"Other Relevant Information","'592177132652007424'"
"Not Relevant","'592177766377738240'"
"Not Relevant","'592177948725121024'"
"Other Relevant Information","'592177996385153024'"
"Not Relevant","'592178215805849600'"
"Not Relevant","'592178299268304896'"
"Response Efforts","'592178387814252544'"
"Not Relevant","'592178497218416641'"
"Response Efforts","'592178505141522432'"
"Not Relevant","'592178643494772736'"
"Not Relevant","'592178685412712448'"
"Not Relevant","'592178688998940673'"
"Not Relevant","'592178699090333696'"
"Not Relevant","'592178716479922176'"
"Not Relevant","'592178773447024640'"
"Not Relevant","'592178958231179264'"
"Response Efforts","'592178984747675648'"
"Other Relevant Information","'592179162992902145'"
"Not Relevant","'592179300167766017'"
"Not Relevant","'592179388482850816'"
"Response Efforts","'592179432544083968'"
"Not Relevant","'592179575133724674'"
"Not Relevant","'592179625406509056'"
"Urgent Needs","'592179656205303808'"
"Not Relevant","'592179756793135104'"
"Not Relevant","'592180393027055616'"
"Not Relevant","'592180647151542273'"
"Not Relevant","'592180793914429440'"
"Not Relevant","'592180837929582594'"
"Other Relevant Information","'592180877951512576'"
"Infrastructure Damage","'592180890224197632'"
"Not Relevant","'592181068335157248'"
"Infrastructure Damage","'592181202938896384'"
"Not Relevant","'592181342269407232'"
"Not Relevant","'592181351798833152'"
"Not Relevant","'592181390613028864'"
"Response Efforts","'592181527196340224'"
"Other Relevant Information","'592181985340166144'"
"Response Efforts","'592182053191426048'"
"Not Relevant","'592182126503690240'"
"Response Efforts","'592182222867668992'"
"Response Efforts","'592182301125054464'"
"Not Relevant","'592182483346542592'"
"Response Efforts","'592182515194007553'"
"Not Relevant","'592183119802933248'"
"Not Relevant","'592183275029934080'"
"Not Relevant","'592183335541178368'"
"Not Relevant","'592183449055723520'"
"Not Relevant","'592183485860749312'"
"Not Relevant","'592183497940307968'"
"Not Relevant","'592183683622252545'"
"Not Relevant","'592184039957659648'"
"Other Relevant Information","'592184071775596544'"
"Not Relevant","'592184263698579457'"
"Other Relevant Information","'592184278978400257'"
"Response Efforts","'592184341045772288'"
"Response Efforts","'592184649515839488'"
"Urgent Needs","'592185436656668672'"
"Other Relevant Information","'592185877813563392'"
"Not Relevant","'592185912899084288'"
"Other Relevant Information","'592188098928226305'"
"Not Relevant","'592188226783322113'"
"Response Efforts","'592189416375853056'"
"Not Relevant","'592190431447777281'"
"Not Relevant","'592190911062278147'"
"Response Efforts","'592192320470061058'"
"Urgent Needs","'592192996763774977'"
"Infrastructure Damage","'592193487971323904'"
"Urgent Needs","'592194083445059585'"
"Not Relevant","'592194859315826688'"
"Response Efforts","'592194963087036416'"
"Not Relevant","'592195126232895488'"
"Response Efforts","'592195169300131841'"
"Not Relevant","'592195290666401792'"
"Urgent Needs","'592195534649069568'"
"Not Relevant","'592196332175003648'"
"Other Relevant Information","'592196723390328835'"
"Response Efforts","'592197119928356864'"
"Response Efforts","'592197174856781826'"
"Other Relevant Information","'592197180242272257'"
"Not Relevant","'592197857119047680'"
"Response Efforts","'592197866069725185'"
"Not Relevant","'592197887527882752'"
"Other Relevant Information","'592197898105946112'"
"Not Relevant","'592197904745431040'"
"Response Efforts","'592197945249792000'"
"Not Relevant","'592197964673613824'"
"Not Relevant","'592197973641175041'"
"Not Relevant","'592197981538889729'"
"Not Relevant","'592197999754813441'"
"Not Relevant","'592198011427622919'"
"Not Relevant","'592198028905172992'"
"Not Relevant","'592198034794029056'"
"Not Relevant","'592198039021850625'"
"Not Relevant","'592198049369174016'"
"Not Relevant","'592198061163708416'"
"Not Relevant","'592198102628564993'"
"Not Relevant","'592198119237947393'"
"Not Relevant","'592198121637089280'"
"Not Relevant","'592198153991913472'"
"Not Relevant","'592198165706735616'"
"Not Relevant","'592198176372850688'"
"Other Relevant Information","'592198196421492736'"
"Not Relevant","'592198204126441472'"
"Not Relevant","'592198215698673664'"
"Not Relevant","'592198218860998656'"
"Not Relevant","'592198258753077248'"
"Not Relevant","'592198274766934016'"
"Not Relevant","'592198287345590272'"
"Not Relevant","'592198291481210880'"
"Not Relevant","'592198294568247298'"
"Not Relevant","'592198322221293568'"
"Not Relevant","'592198331285184512'"
"Not Relevant","'592198577792880642'"
"Not Relevant","'592198929959124993'"
"Response Efforts","'592198939878686720'"
"Response Efforts","'592198971302551552'"
"Other Relevant Information","'592199007373373440'"
"Response Efforts","'592199029389336579'"
"Not Relevant","'592199195911532544'"
"Response Efforts","'592199319098294274'"
"Response Efforts","'592199445766213632'"
"Not Relevant","'592199604654866432'"
"Response Efforts","'592199618043125760'"
"Not Relevant","'592199964740210688'"
"Response Efforts","'592200093169635329'"
"Not Relevant","'592200113222746112'"
"Other Relevant Information","'592200323055427585'"
"Not Relevant","'592200328537350145'"
"Infrastructure Damage","'592200366713745409'"
"Not Relevant","'592200425090076674'"
"Not Relevant","'592200441816948736'"
"Not Relevant","'592200458443345920'"
"Response Efforts","'592200472850661377'"
"Not Relevant","'592200482879221761'"
"Other Relevant Information","'592200502806360066'"
"Other Relevant Information","'592200518010699776'"
"Not Relevant","'592200526697136128'"
"Not Relevant","'592200532271439872'"
"Response Efforts","'592200532128759809'"
"Response Efforts","'592200532955004928'"
"Not Relevant","'592200533135400960'"
"Not Relevant","'592200536440610816'"
"Other Relevant Information","'592200565297258497'"
"Not Relevant","'592200569474961408'"
"Not Relevant","'592200581558599680'"
"Not Relevant","'592200588873625600'"
"Response Efforts","'592200592409366528'"
"Not Relevant","'592200614014246912'"
"Not Relevant","'592200621639340033'"
"Infrastructure Damage","'592200628471877632'"
"Not Relevant","'592200632435544064'"
"Not Relevant","'592200738975129600'"
"Not Relevant","'592200748886163456'"
"Not Relevant","'592200751239180288'"
"Not Relevant","'592200769127976960'"
"Not Relevant","'592200777273253889'"
"Not Relevant","'592200789394722816'"
"Other Relevant Information","'592200849486520320'"
"Not Relevant","'592200850459598848'"
"Not Relevant","'592200876791500800'"
"Other Relevant Information","'592200893786943489'"
"Not Relevant","'592200930906345472'"
"Not Relevant","'592200940041605120'"
"Not Relevant","'592200945703919616'"
"Other Relevant Information","'592200961076154369'"
"Not Relevant","'592201012238135296'"
"Other Relevant Information","'592201015555919872'"
"Infrastructure Damage","'592201015472033792'"
"Not Relevant","'592201017040637953'"
"Infrastructure Damage","'592201041510146048'"
"Not Relevant","'592201064021032960'"
"Not Relevant","'592201085940408321'"
"Other Relevant Information","'592201098263339008'"
"Not Relevant","'592201109168467968'"
"Not Relevant","'592201135282266112'"
"Not Relevant","'592201143494647808'"
"Response Efforts","'592201147282100224'"
"Infrastructure Damage","'592201153762365440'"
"Response Efforts","'592201163304345600'"
"Not Relevant","'592201189946589184'"
"Not Relevant","'592201211102789633'"
"Not Relevant","'592201234393640960'"
"Response Efforts","'592201239552659458'"
"Not Relevant","'592201247660244993'"
"Not Relevant","'592201280363241472'"
"Not Relevant","'592201310113431553'"
"Not Relevant","'592201312143478784'"
"Not Relevant","'592201314534326272'"
"Not Relevant","'592201361984360448'"
"Not Relevant","'592201373036322816'"
"Response Efforts","'592201438417133568'"
"Not Relevant","'592201468536459264'"
"Response Efforts","'592201492544749568'"
"Response Efforts","'592201501830971392'"
"Not Relevant","'592201502824931329'"
"Not Relevant","'592201567027081216'"
"Not Relevant","'592201587293966336'"
"Not Relevant","'592201662657232896'"
"Not Relevant","'592201669959675904'"
"Not Relevant","'592201831863820288'"
"Response Efforts","'592202203953139713'"
"Response Efforts","'592202214925541377'"
"Response Efforts","'592202500435902467'"
"Response Efforts","'592202682561069057'"
"Response Efforts","'592202905542877184'"
"Not Relevant","'592202911402184704'"
"Not Relevant","'592203160908898305'"
"Response Efforts","'592203737352966146'"
"Not Relevant","'592203802956177408'"
"Response Efforts","'592258064159412224'"
"Not Relevant","'592272860921499648'"
"Not Relevant","'592276087377264640'"
"Not Relevant","'592276109951131650'"
"Not Relevant","'592276226284195840'"
"Not Relevant","'592276359608598529'"
"Not Relevant","'592276362368458752'"
"Other Relevant Information","'592276487912431616'"
"Not Relevant","'592276505620688896'"
"Infrastructure Damage","'592276570636705792'"
"Not Relevant","'592276654937903105'"
"Not Relevant","'592277329478590464'"
"Not Relevant","'592278549618364416'"
"Not Relevant","'592280132506808320'"
"Not Relevant","'592285384798699520'"
"Not Relevant","'592289564581961729'"
"Not Relevant","'592292776940851200'"
"Not Relevant","'592295996937338880'"
"Other Relevant Information","'592297027981148160'"
"Not Relevant","'592303469521805312'"
"Response Efforts","'592303978014068736'"
"Not Relevant","'592304800663900160'"
"Not Relevant","'592310326009303042'"
"Not Relevant","'592319930265108480'"
"Not Relevant","'592320608278544384'"
"Not Relevant","'592321050597265408'"
"Response Efforts","'592321221968068608'"
"Not Relevant","'592321810223525888'"
"Not Relevant","'592322087190167553'"
"Not Relevant","'592324171075424256'"
"Not Relevant","'592325815653761025'"
"Not Relevant","'592326554816008192'"
"Not Relevant","'592326823394078720'"
"Not Relevant","'592327226298892288'"
"Not Relevant","'592328699674001408'"
"Response Efforts","'592329920568688640'"
"Not Relevant","'592330323507191808'"
"Not Relevant","'592331404970721280'"
"Response Efforts","'592331585979985923'"
"Not Relevant","'592333232827473920'"
"Not Relevant","'592335349038329856'"
"Not Relevant","'592337677564936192'"
"Not Relevant","'592337859815714816'"
"Infrastructure Damage","'592339185710706688'"
"Other Relevant Information","'592339290786398209'"
"Response Efforts","'592339485628727297'"
"Not Relevant","'592341599742484481'"
"Not Relevant","'592343208765628416'"
"Response Efforts","'592343660525584384'"
"Response Efforts","'592345036035006464'"
"Not Relevant","'592345370581180419'"
"Not Relevant","'592350694134444033'"
"Not Relevant","'592350980626190336'"
"Not Relevant","'592351411163246593'"
"Not Relevant","'592361093034442752'"
"Not Relevant","'592361982117818368'"
"Not Relevant","'592367653370466305'"
"Not Relevant","'592368142917062656'"
"Not Relevant","'592372335459590146'"
"Not Relevant","'592373602495823872'"
"Not Relevant","'592374213194817536'"
"Not Relevant","'592374762640429057'"
"Not Relevant","'592374891975811073'"
"Not Relevant","'592375707474374657'"
"Not Relevant","'592375941441064960'"
"Not Relevant","'592588895990185984'"
"Not Relevant","'592588895730044928'"
"Not Relevant","'592588896275410944'"
"Response Efforts","'592588896845725696'"
"Other Relevant Information","'592588898150256640'"
"Other Relevant Information","'592588897726533632'"
"Not Relevant","'592588899404226560'"
"Urgent Needs","'592588900729761792'"
"Response Efforts","'592588903581884416'"
"Other Relevant Information","'592588904659812352'"
"Not Relevant","'592588906954100736'"
"Not Relevant","'592588908560416768'"
"Response Efforts","'592588910380904448'"
"Not Relevant","'592588915267108864'"
"Not Relevant","'592588917058207744'"
"Not Relevant","'592588923060256768'"
"Not Relevant","'592588928286388224'"
"Not Relevant","'592588943402471424'"
"Not Relevant","'592588944492990464'"
"Not Relevant","'592588945231257600'"
"Not Relevant","'592588967502942209'"
"Not Relevant","'592588974444544001'"
"Not Relevant","'592588978915778561'"
"Not Relevant","'592588980820017152'"
"Not Relevant","'592588983294664704'"
"Not Relevant","'592588985395884032'"
"Response Efforts","'592588986184413184'"
"Not Relevant","'592588995370078208'"
"Not Relevant","'592589001996967937'"
"Not Relevant","'592589007491567616'"
"Not Relevant","'592589013967458304'"
"Not Relevant","'592589013803872257'"
"Not Relevant","'592589021148151808'"
"Not Relevant","'592589030908264449'"
"Not Relevant","'592589035731693569'"
"Not Relevant","'592589048390254592'"
"Infrastructure Damage","'592589073392340992'"
"Not Relevant","'592589122528641024'"
"Not Relevant","'592589125099749376'"
"Not Relevant","'592589144045432833'"
"Not Relevant","'592589144427102208'"
"Response Efforts","'592589156372459522'"
"Not Relevant","'592589183975354368'"
"Not Relevant","'592589189390073856'"
"Not Relevant","'592589189671219200'"
"Not Relevant","'592589216934174720'"
"Not Relevant","'592589221493354496'"
"Other Relevant Information","'592589272827305987'"
"Not Relevant","'592589274098180097'"
"Not Relevant","'592589290279809025'"
"Not Relevant","'592589291672309763'"
"Not Relevant","'592589292200796160'"
"Response Efforts","'592589292632973313'"
"Response Efforts","'592589295984058368'"
"Other Relevant Information","'592589308596330496'"
"Not Relevant","'592589309217116160'"
"Other Relevant Information","'592589314883604480'"
"Not Relevant","'592589318297792512'"
"Not Relevant","'592589319296036864'"
"Not Relevant","'592589319702904832'"
"Not Relevant","'592589322303320064'"
"Not Relevant","'592589322676645889'"
"Infrastructure Damage","'592589331711315968'"
"Not Relevant","'592589339646791680'"
"Not Relevant","'592589347242659840'"
"Not Relevant","'592589352988905472'"
"Not Relevant","'592589369275326465'"
"Not Relevant","'592589375000715264'"
"Not Relevant","'592589375948587008'"
"Not Relevant","'592589377768976384'"
"Urgent Needs","'592589386866237441'"
"Urgent Needs","'592589390850863104'"
"Infrastructure Damage","'592589408546791424'"
"Not Relevant","'592589409687474177'"
"Not Relevant","'592589412451614720'"
"Not Relevant","'592589416121573377'"
"Not Relevant","'592589429480427520'"
"Not Relevant","'592589430394736640'"
"Not Relevant","'592589434366791680'"
"Other Relevant Information","'592589447331385344'"
"Not Relevant","'592589454398763008'"
"Not Relevant","'592589461550039040'"
"Not Relevant","'592589462334373888'"
"Not Relevant","'592589464913911808'"
"Not Relevant","'592589467828948992'"
"Not Relevant","'592589487017984000'"
"Not Relevant","'592589487630344192'"
"Not Relevant","'592589490641743872'"
"Not Relevant","'592589492529291264'"
"Not Relevant","'592589503300182016'"
"Response Efforts","'592589521558077440'"
"Not Relevant","'592589525056032770'"
"Not Relevant","'592589531242733568'"
"Not Relevant","'592589532484096000'"
"Not Relevant","'592589533020991489'"
"Response Efforts","'592589548682547200'"
"Not Relevant","'592589552038105088'"
"Response Efforts","'592589555812864003'"
"Not Relevant","'592589560439156736'"
"Other Relevant Information","'592589568421064704'"
"Not Relevant","'592589579653226496'"
"Not Relevant","'592589582442434560'"
"Not Relevant","'592589583428104192'"
"Not Relevant","'592589599572013057'"
"Not Relevant","'592589600889012224'"
"Not Relevant","'592589616106106881'"
"Not Relevant","'592589619117428736'"
"Not Relevant","'592589623454347265'"
"Not Relevant","'592589635135602688'"
"Not Relevant","'592589646225416192'"
"Not Relevant","'592589649844916226'"
"Not Relevant","'592589669046456320'"
"Not Relevant","'592589669214261248'"
"Not Relevant","'592589675069472768'"
"Not Relevant","'592589682422259712'"
"Not Relevant","'592589687623024640'"
"Response Efforts","'592589687950184448'"
"Not Relevant","'592589690009616384'"
"Not Relevant","'592589697265836032'"
"Not Relevant","'592589699383828480'"
"Response Efforts","'592589700319223809'"
"Not Relevant","'592589718887497728'"
"Not Relevant","'592589738336391169'"
"Not Relevant","'592589739284238336'"
"Not Relevant","'592589741557690368'"
"Not Relevant","'592589742526439424'"
"Not Relevant","'592589750814408704'"
"Not Relevant","'592589752207020032'"
"Not Relevant","'592589766539026432'"
"Not Relevant","'592589771840466944'"
"Not Relevant","'592589777137836032'"
"Not Relevant","'592589794011717632'"
"Not Relevant","'592589795676655616'"
"Not Relevant","'592589796595376128'"
"Not Relevant","'592589809417322496'"
"Not Relevant","'592589828941684737'"
"Not Relevant","'592589843198189569'"
"Not Relevant","'592589847103086592'"
"Not Relevant","'592589849447763970'"
"Not Relevant","'592589869295144961'"
"Infrastructure Damage","'592589882968670208'"
"Not Relevant","'592589889742438400'"
"Not Relevant","'592589902165872640'"
"Not Relevant","'592589902346203136'"
"Not Relevant","'592589909841547264'"
"Not Relevant","'592589910743257088'"
"Not Relevant","'592589922403491840'"
"Not Relevant","'592589923787612160'"
"Not Relevant","'592589926971113472'"
"Not Relevant","'592589932679471104'"
"Not Relevant","'592589944012419072'"
"Not Relevant","'592589963088175104'"
"Not Relevant","'592589970465894400'"
"Not Relevant","'592589970910662656'"
"Not Relevant","'592589984110018560'"
"Not Relevant","'592589992318369792'"
"Not Relevant","'592590014732632064'"
"Not Relevant","'592590015177232384'"
"Not Relevant","'592590032961015809'"
"Response Efforts","'592590047431405568'"
"Not Relevant","'592590056306520064'"
"Not Relevant","'592590057325760512'"
"Not Relevant","'592590057925574656'"
"Not Relevant","'592590068105277440'"
"Not Relevant","'592590073092132864'"
"Not Relevant","'592590076305080321'"
"Not Relevant","'592590084802617345'"
"Not Relevant","'592590085087891456'"
"Not Relevant","'592590099805667328'"
"Not Relevant","'592590108387336192'"
"Not Relevant","'592590109721108480'"
"Not Relevant","'592590111260422145'"
"Not Relevant","'592590124036165634'"
"Infrastructure Damage","'592590126045372416'"
"Not Relevant","'592590134182281216'"
"Not Relevant","'592590137026052097'"
"Not Relevant","'592590138514870272'"
"Not Relevant","'592590154579054592'"
"Not Relevant","'592590171360530432'"
"Not Relevant","'592590172866285568'"
"Not Relevant","'592590175873564672'"
"Not Relevant","'592590183356309504'"
"Not Relevant","'592590199214841856'"
"Not Relevant","'592590201278586880'"
"Not Relevant","'592590205841879040'"
"Not Relevant","'592590211617525760'"
"Not Relevant","'592590216071778304'"
"Other Relevant Information","'592590222736683008'"
"Not Relevant","'592590231519555584'"
"Not Relevant","'592590233687863296'"
"Response Efforts","'592590236313518081'"
"Not Relevant","'592590239597666304'"
"Response Efforts","'592590257717149696'"
"Not Relevant","'592590260913250305'"
"Not Relevant","'592590264952233985'"
"Not Relevant","'592590270333595648'"
"Other Relevant Information","'592590272464203777'"
"Not Relevant","'592590281662332929'"
"Response Efforts","'592590289170243584'"
"Response Efforts","'592590295646097408'"
"Not Relevant","'592590300394094592'"
"Not Relevant","'592590301086097409'"
"Other Relevant Information","'592590310670077952'"
"Not Relevant","'592590314596114432'"
"Not Relevant","'592590314621112320'"
"Urgent Needs","'592590325236957184'"
"Not Relevant","'592590349488422912'"
"Not Relevant","'592590352533487616'"
"Not Relevant","'592590356757131265'"
"Not Relevant","'592590369478483968'"
"Not Relevant","'592590374436270081'"
"Not Relevant","'592590385978986496'"
"Not Relevant","'592590387321053184'"
"Not Relevant","'592590388847751168'"
"Not Relevant","'592590394866544640'"
"Not Relevant","'592590399929065472'"
"Not Relevant","'592590407189434368'"
"Not Relevant","'592590413657051136'"
"Not Relevant","'592590445995143168'"
"Not Relevant","'592590449820442624'"
"Not Relevant","'592590449996619776'"
"Not Relevant","'592590458427084800'"
"Not Relevant","'592590460675207168'"
"Not Relevant","'592590460587274240'"
"Not Relevant","'592590471614078976'"
"Urgent Needs","'592590476009549824'"
"Not Relevant","'592590477620195329'"
"Not Relevant","'592590482036764672'"
"Not Relevant","'592590486868725760'"
"Not Relevant","'592590493646594048'"
"Infrastructure Damage","'592590503771656192'"
"Not Relevant","'592590505583644672'"
"Not Relevant","'592590506548408320'"
"Not Relevant","'592590507315855361'"
"Response Efforts","'592590513720717312'"
"Response Efforts","'592590522537082880'"
"Not Relevant","'592590523304529920'"
"Not Relevant","'592590523438747648'"
"Not Relevant","'592590530120257537'"
"Other Relevant Information","'592590554673713152'"
"Not Relevant","'592590555374227456'"
"Response Efforts","'592590557093957633'"
"Other Relevant Information","'592590561095323648'"
"Not Relevant","'592590563532222465'"
"Not Relevant","'592590576303804416'"
"Not Relevant","'592590577243328514'"
"Not Relevant","'592590591768276992'"
"Not Relevant","'592590595975053312'"
"Not Relevant","'592590597753438209'"
"Not Relevant","'592590598751694849'"
"Not Relevant","'592590599854759938'"
"Response Efforts","'592590601951977472'"
"Not Relevant","'592590606934892544'"
"Not Relevant","'592590610378395648'"
"Not Relevant","'592590617475059713'"
"Not Relevant","'592590652476510208'"
"Response Efforts","'592590657220280320'"
"Not Relevant","'592590658189201408'"
"Not Relevant","'592590658453393408'"
"Not Relevant","'592590660076642304'"
"Response Efforts","'592590675134275584'"
"Response Efforts","'592590682600026112'"
"Not Relevant","'592590686052077568'"
"Not Relevant","'592590692326580225'"
"Not Relevant","'592590696680304641'"
"Not Relevant","'592590713747054592'"
"Not Relevant","'592590712929013760'"
"Not Relevant","'592590729207160832'"
"Not Relevant","'592590733686624256'"
"Not Relevant","'592590745183264768'"
"Not Relevant","'592590756948279296'"
"Not Relevant","'592590758294728704'"
"Not Relevant","'592590774283276288'"
"Response Efforts","'592590775830978560'"
"Response Efforts","'592590779446603778'"
"Not Relevant","'592590804243341314'"
"Not Relevant","'592590807544246272'"
"Not Relevant","'592590812338212865'"
"Response Efforts","'592590817073606656'"
"Response Efforts","'592590828343664640'"
"Response Efforts","'592590839542493184'"
"Not Relevant","'592590856919654400'"
"Not Relevant","'592590865031237633'"
"Not Relevant","'592590871519961088'"
"Not Relevant","'592590884031434752'"
"Not Relevant","'592590889689710592'"
"Response Efforts","'592590917443293184'"
"Not Relevant","'592590920010326016'"
"Not Relevant","'592590932039438336'"
"Not Relevant","'592590940813930496'"
"Not Relevant","'592590959239680000'"
"Not Relevant","'592590959126253568'"
"Not Relevant","'592590964838965248'"
"Not Relevant","'592590970627162112'"
"Not Relevant","'592590974146187264'"
"Not Relevant","'592590985013624832'"
"Not Relevant","'592590995096645632'"
"Not Relevant","'592590996497653760'"
"Not Relevant","'592591003300798465'"
"Not Relevant","'592591012188573696'"
"Not Relevant","'592591013555802113'"
"Not Relevant","'592591014352683009'"
"Not Relevant","'592591018886729728'"
"Response Efforts","'592591022200238080'"
"Response Efforts","'592591029674446848'"
"Other Relevant Information","'592591039858397184'"
"Not Relevant","'592591039837413376'"
"Not Relevant","'592591047844200448'"
"Not Relevant","'592591050616745984'"
"Response Efforts","'592591054106284032'"
"Not Relevant","'592591057767923712'"
"Not Relevant","'592591058984382464'"
"Not Relevant","'592591072817119232'"
"Other Relevant Information","'592591076340473856'"
"Not Relevant","'592591083319664641'"
"Not Relevant","'592591087115448320'"
"Not Relevant","'592591091372720128'"
"Not Relevant","'592591096691052545'"
"Not Relevant","'592591106824654850'"
"Not Relevant","'592591115326529537'"
"Not Relevant","'592591118132322304'"
"Not Relevant","'592591119357054976'"
"Not Relevant","'592591120653234176'"
"Not Relevant","'592591122238676992'"
